Date,Username,User tag,Content,Mentions,link
"2022-12-15,16:41:21","liptu","#8490","I try to understand veyfi. context: i have yfi but not a lot of money in the vaults because i don't have much. so i read https://docs.yearn.finance/contributing/governance/veyfi and try to understand if it make sense to lock my yfi. the text says: A user must have a **veYFI lock to continue to earn rewards**. why does it say **continue**? currently i have yfi and i earn no rewards.","",""
"2022-12-15,16:45:27","liptu","#8490","can you give an example of what Vault Gauges are? what can i vote for? can i vote that DAI yVault has more APY? but why and how does voting increas apy?","",""
"2022-12-15,17:02:24","liptu","#8490","One question: Does it make sense to lock if i don't have a lot of liquidity?","",""
"2022-12-16,15:23:28","ONI","#6888","its kind of not well written. what it is trying to say is that if your lock expires in the final model you will stop earning rewards","liptu#8490",""
"2022-12-16,15:26:49","ONI","#6888","This part is not yet implemented, you can only lock veYFI for voting on yip governance as per the latest in <#735617936206594249>","liptu#8490",""
"2022-12-16,15:28:11","ONI","#6888","atm there are no rewards so no, but on the website when phase 2 launches it should be able to tell you about how much boost per vault you will have, for the gauges that launch for boost","liptu#8490",""
"2022-12-19,11:12:32","rogeroger","#6816","Hello, I am having trouble to do a zap usdc withdraw. I can withdraw yCRV but not USDC or even USDT or ETH Using Zap. Is Zap working correctly","",""
"2022-12-19,11:12:44","rogeroger","#6816","<@137743751656243201>","ONI#6888",""
"2022-12-19,13:43:15","ONI","#6888","on y.finance?","rogeroger#6816",""
"2022-12-19,13:43:46","rogeroger","#6816","on yearn finance","",""
"2022-12-19,13:44:11","rogeroger","#6816","i did not know there was a way to convert to usdc or crv on y.finance. I would like a way to convert to either","",""
"2022-12-19,13:44:30","ONI","#6888","Your right I dont believe there is, this is for st-ycrv or?","",""
"2022-12-19,13:45:12","rogeroger","#6816","st-crv","",""
"2022-12-19,13:45:24","rogeroger","#6816","i have converted to yCRV but i would like to liquidate","",""
"2022-12-19,13:56:01","ONI","#6888","what error message is it showing?","",""
"2022-12-19,13:56:59","rogeroger","#6816","i do not think there is enough liquidity on portals.fi","",""
"2022-12-19,13:57:32","rogeroger","#6816","i can approve the transactions but when i click to actually do it, nothing happens","",""
"2022-12-19,14:04:02","ONI","#6888","is this on mobile or desktop? is there an error msg in the console cntrl + shift + i","",""
"2022-12-19,14:10:24","ONI","#6888","Seems like an issue with portal we are looking into it now, thanks for letting us know","",""
"2022-12-19,16:50:15","forever iron","#9291","My balance is showing basically double what it should be","",""
"2022-12-19,17:46:40","ONI","#6888","on yearn.finance? try cntl+shift+r","",""
"2022-12-19,20:00:50","Blafasl","#0760","Yeah have the same issue, looks like portals isnt able to unstake ycrv","",""
"2022-12-19,20:01:06","Blafasl","#0760","","","https://cdn.discordapp.com/attachments/734811808401063966/1054533869484904550/image.png"
"2022-12-19,20:03:39","Blafasl","#0760","So the zap feature on the main yearn site doesnt work","",""
"2022-12-19,20:05:14","Blafasl","#0760","Hope its going to be fixed soon 🙂","",""
"2022-12-19,20:40:52","ONI","#6888","they are working on it","",""
"2022-12-20,09:44:02","OneGoodDude","#9881","Ayo, wen support for Frame Wallet? (Injecting as MetaMask is NOT WORKING.)","","https://cdn.discordapp.com/attachments/734811808401063966/1054740966134784040/Screenshot_2022-12-20_at_7.40.14_AM.png"
"2022-12-20,09:53:26","j.","#6352","same for me. Frame not working injecting as Metamask","",""
"2022-12-20,11:19:45","ONI","#6888","will look into this","OneGoodDude#9881",""
"2022-12-20,14:28:57","ShamaNickCryptoBull84","#5740","Hello there! I see Yearn Finance has updated it's UI. Thumbs up for that. Looks very nice. 
Something certainly doesn't seem right though. See the image below.
The amount of yvWETH to withdraw doesn't reflect the true amount of ETH I should be able to receive for that. 
1.9605 yvWETH should be worth around 2.01 ETH. However, it shows I will only receive 1.025 ETH for that. That's a difference of almost 50%.
2.01 ETH is what I deposited more than a month ago and when I checked earlier this week on the old UI that was still the case.
Is this just a bug in the new UI or should I be more worried? Can someone explain what's going on over here?

What happened to the old Zap feature btw?","","https://cdn.discordapp.com/attachments/734811808401063966/1054812666067177502/image.png"
"2022-12-20,14:43:29","DonaldDuck","#0882","Hi, I'm not able to see my st-ycrv...","","https://cdn.discordapp.com/attachments/734811808401063966/1054816324167151727/Screenshot_20221220_184056.jpg"
"2022-12-20,14:43:51","DonaldDuck","#0882","Ps. I'm on mobile","",""
"2022-12-20,14:54:22","DonaldDuck","#0882","Ps2. Working on desktop","",""
"2022-12-20,19:15:35","ONI","#6888","dont worry if anything it is only a bug on the new ui","ShamaNickCryptoBull84#5740",""
"2022-12-20,19:16:01","ONI","#6888","We are working on adding zaps should be up soon on the new site","ShamaNickCryptoBull84#5740",""
"2022-12-20,19:16:11","ONI","#6888","which wallet?","DonaldDuck#0882",""
"2022-12-20,19:16:40","DonaldDuck","#0882","Metamask","ONI#6888",""
"2022-12-20,19:16:46","ONI","#6888","Hello there I see Yearn Finance has","",""
"2022-12-20,19:16:55","DonaldDuck","#0882","But working on desktop","",""
"2022-12-20,19:17:47","ONI","#6888","the metamask mobile wallet?","DonaldDuck#0882",""
"2022-12-20,19:18:00","DonaldDuck","#0882","Yep","ONI#6888",""
"2022-12-20,21:36:13","ONI","#6888","Should be fixed tmrw it's a bug","ShamaNickCryptoBull84#5740",""
"2022-12-20,23:28:17","Plisken","#0995","Is there a bug with the yearn website not showing holdings?","",""
"2022-12-20,23:35:48","arberx","#3367","Yes","Plisken#0995",""
"2022-12-21,00:57:51","sam.roh","#8160","Hi, nice to have new UI, but im wondering why my balance shows less yCRV than yesterday's?","",""
"2022-12-21,01:00:43","sam.roh","#8160","i mean st-yCRV","",""
"2022-12-21,01:01:16","ONI","#6888","for now i'd check at y.finance, any balance issues thought should be fixed soon","sam.roh#8160",""
"2022-12-21,01:50:43","j.","#6352","should work now with the new UI out","OneGoodDude#9881",""
"2022-12-21,07:19:17","Major","#8127","Appears that you are not connected (no address displayed on top right next to the wallet icon). Could you click this icon, select metamask and tell me if you still have this issue ? Thank you!","DonaldDuck#0882",""
"2022-12-21,07:25:30","DonaldDuck","#0882","You are right! Sorry! But I'm sure that it was connected with old interface, I mean, i never disconnect the wallet when I navigate using metamask mobile. Anyway now it's connected 🙂","Major#8127",""
"2022-12-21,07:39:22","Major","#8127","Hi nice to have new UI but im wondering","",""
"2022-12-21,08:54:20","ONI","#6888","Make sure your wallets connected this should be fixed now","",""
"2022-12-21,11:40:33","A K","#1508","Hello guys! Been swapping zkyvWETH from aztec back to ETH via yearn.finance, transaction completed but Iam waiting for about 1 hour already and money are not coming to my metamask wallet","",""
"2022-12-21,11:41:39","j.","#6352","the transaction is confirmed?","",""
"2022-12-21,11:46:04","A K","#1508","https://etherscan.io/tx/0x829c38fef776727e6883a4aae10e5dfa24845935ef09bb60c45c5b144ddee7bb","j.#6352",""
"2022-12-21,11:46:23","j.","#6352","*ah yes i havent seen one of these in a while*","",""
"2022-12-21,11:46:49","j.","#6352","it's an approval transaction. you have to do the actual deposit/withdrawal, which is another different transaction","",""
"2022-12-21,11:48:08","A K","#1508","oh ok I get it","",""
"2022-12-21,11:48:12","A K","#1508","will try one more time","",""
"2022-12-21,12:17:50","A K","#1508","ty for help ❤️","j.#6352",""
"2022-12-21,12:18:04","j.","#6352","<:peepohug2:754852084603682837>","",""
"2022-12-21,15:37:53","RICKETY RICK","#4408","Hi all, is there a good run down/ explanation somewhere (as I'm sure this has been asked alot) on how to remove cvxcrv from llama.airforce and stake on yearn?","",""
"2022-12-21,18:11:23","ONI","#6888","you should be able to zap here https://y.finance","",""
"2022-12-22,03:43:21","Dan1980","#8505","Hi, I am using metamask on mobile - trying to withdraw YFI from yvYFI vault but the GUI doesn't show a 'withdraw' option. I think there should be a toggle function on the deposit button but it seems to be inactive. Can someone check?","",""
"2022-12-22,06:08:24","sixflux","#0188","Hello using meta mask on Arbitrum, I have some yvCurve-Tricrypto that I am not able to withdraw  on the new interface https://arbiscan.io/tx/0x39657e89b60e65a31289ac2d5ee2aae2d308f214fedd2063e687d9f71455e221
let me know,","","https://cdn.discordapp.com/attachments/734811808401063966/1055411474140516412/image.png"
"2022-12-22,06:56:12","CryptoPiplup","#8211","need some help on Iron Bank
can i get support from here?","",""
"2022-12-22,06:58:59","CryptoPiplup","#8211","<@137743751656243201> will you be able to help?","ONI#6888",""
"2022-12-22,07:21:31","Barry Pooter","#5492","You’ll need to check out their discord","CryptoPiplup#8211",""
"2022-12-22,07:21:54","Barry Pooter","#5492","https://discord.gg/5wxj3Wmr","",""
"2022-12-22,07:21:56","CryptoPiplup","#8211","not much activity at that discord","Barry Pooter#5492",""
"2022-12-22,07:22:14","Barry Pooter","#5492","Ah that invite is invalid my bad","",""
"2022-12-22,07:42:13","Major","#8127","Hi I am using metamask on mobile trying","",""
"2022-12-22,11:55:02","ONI","#6888","what is the problem your having is it giving you an error? you can also try v3.yearn.finance","sixflux#0188",""
"2022-12-22,11:56:04","ONI","#6888","Need Help with Iron Bank","",""
"2022-12-22,12:46:28","sixflux","#0188","thanks sorted out with Major, issue on RPC in arbitrum","ONI#6888",""
"2022-12-24,05:40:58","daramir","#1305","Is it expected for the website to be bricked? can't see TVL of any Ethereum vault, vault descriptions, strats, etc","",""
"2022-12-24,08:59:14","Major","#8127","We had an issue with our nodes a few hours ago, this should be fixed","daramir#1305",""
"2022-12-24,09:38:41","willienter","#5794","Hi all, new GUI seems cool but i cannot see my deposits in Vaults (fantom). I can see them through apeboard though. Am i doing something wrong or there is still a problem with new gui as i read above ?  Thank you for your time reading this.","",""
"2022-12-24,13:57:20","scottcoin","#3727","What happened to the Curve stETH vault?  on the new UI I am seeing this and getting ""Transaction failed"" when I try to migrate?","","https://cdn.discordapp.com/attachments/734811808401063966/1056254264030265414/image.png"
"2022-12-24,15:46:00","nopiulian","#7228","same here. i can`t migrate","scottcoin#3727",""
"2022-12-24,15:48:14","nopiulian","#7228","","","https://cdn.discordapp.com/attachments/734811808401063966/1056282169284243527/image.png"
"2022-12-24,15:52:58","Major","#8127","My fault, fixing the rpc I deployed this alpha a bit early 👀
Soon you will be able to migrate to the new version : same safety and strategies but less fees
Ignore for now as we update that","",""
"2022-12-24,15:55:01","scottcoin","#3727","Got it thx","",""
"2022-12-24,16:11:25","nopiulian","#7228","do you have a perspective of time when we can migrate? Thank you !","",""
"2022-12-24,23:03:17","daramir","#1305","what's the old and new address? Asking for a fren who might have funds in a vault with this name 😉","nopiulian#7228",""
"2022-12-25,09:08:50","im0rt","#1987","Hello, i can see that team is working hard on a new site.
Meanwhile I just wanted to deposit some CRV into st-yCRV, but transaction fails. Tried a few times. Using Ledger through wallet connect.
Is this a temporary issue?","",""
"2022-12-25,10:20:10","tomfeld","#4986","I can’t seem to find how to withdraw liquidity from vaults in the UI. How should it be done?","",""
"2022-12-25,10:51:12","Major","#8127","You can click the arrow between the input and ouput","tomfeld#4986","https://cdn.discordapp.com/attachments/734811808401063966/1056569805521571900/Screenshot_20221225-145023__01.jpg"
"2022-12-25,11:27:39","tomfeld","#4986","Thanks!","Major#8127",""
"2022-12-26,02:42:51","henryz","#9599","In the apps in gnosis safe, I found the entry of Yearn.finance, but it doesn't work properly","",""
"2022-12-26,02:43:27","henryz","#9599","Application error: a client-side exception has occurred (see the browser console for more information).","",""
"2022-12-26,02:44:14","henryz","#9599","Reported this error","",""
"2022-12-26,02:45:56","henryz","#9599","<@841762655236653106> I want to use yearn with a multisig wallet.","Major#8127",""
"2022-12-26,06:35:33","Major","#8127","I will take a look today","henryz#9599",""
"2022-12-26,06:37:59","henryz","#9599","Thank you","Major#8127",""
"2022-12-28,05:21:09","henryz","#9599","Anything update?","Major#8127",""
"2022-12-28,07:43:55","Major","#8127","I sent you a PM yesterday 😅 
But if it was firefox + gnosis, this was fixed 🙂","",""
"2022-12-28,10:36:12","Mercurina","#6658","Hi community,

I tried to make an AAVE deposit on Yearn, but the operation did not work. Indeed, I have an etherum debit for my transaction, available here: https://etherscan.io/tx/0xa5320253dd714943d55e91ec5c6df49a3a8bc932077f5ed044cf9c6798a04a95 but nothing is displayed in my Yearn account

Any ideas?","",""
"2022-12-28,10:48:00","Crolev","#3404","This is the approval transaction. To make the actual deposit you need to make a second transaction.","Mercurina#6658",""
"2022-12-28,10:48:12","Crolev","#3404","The one you made only allowed Yearn Vault contract to receive your tokens.","",""
"2022-12-28,10:50:33","Mercurina","#6658","I tried to file my AAVEs again, but I was charged again in ETH. I would have thought that the first transaction would be the right one...","Crolev#3404",""
"2022-12-28,11:13:32","stimorol27","#4192","","","https://cdn.discordapp.com/attachments/734811808401063966/1057662591389929482/Screenshot_4.png"
"2022-12-28,11:13:35","stimorol27","#4192","Hello. All day today I can't confirm the token exchange. I confirm the transaction in metamask and nothing happens. I have ETH on my wallet to pay the fee. What could be the problem?","",""
"2022-12-29,00:38:38","OhmerSimpson 🍩,🍩","#0033","I see a pool listed as EURN but the EURN tokens have been deprecated by Neutrino/WAVES. Is there any reason why Y Earn would keep this listed on their website? or should it be removed? The APY advertised is very high, but there is no liquidity for these tokens","",""
"2022-12-29,11:38:37","Crolev","#3404","When you click the button do you see a metamask transaction come up or not?","stimorol27#4192",""
"2022-12-29,11:40:26","Crolev","#3404","Thanks for the suggestion, yeah it should be disabled - I will let the dev team know.","OhmerSimpson 🍩,🍩#0033",""
"2022-12-29,16:29:27","ChuckMan","#4982","This is still happening for me.","henryz#9599",""
"2022-12-29,20:26:18","Major","#8127","Which network and browser?","",""
"2022-12-30,16:46:07","Deleted User","#0000","Why not use through the blockscan server","Major#8127",""
"2022-12-30,17:15:33","Major","#8127","Wut?","Deleted User#0000",""
"2022-12-31,01:17:53","sngwinner","#1086","Hello- I have yvYFI from the retired vault.  I would like to exit so I can realize losses for tax purposes.  The migrate function on the website didn't work as the transaction reverted.  Is there a way to exit the vault using any existing UI?","",""
"2022-12-31,01:28:23","Crolev","#3404","Depending on how long ago you've made your deposit try:
https://v1.yearn.finance
https://v2.yearn.finance
https://v3.yearn.finance","sngwinner#1086",""
"2022-12-31,01:30:47","sngwinner","#1086","ty ser!  Didn't see the link for v2 on the site.  That did it","",""
"2022-12-31,08:49:59","Major","#8127","I am curious why this failed. Do you have the address of the vault you had your tokens?","sngwinner#1086",""
"2023-01-03,09:45:59","crazystone","#2773","a few days ago, Sturdy announced the third part of the airdrop qualification list, which includes users who have saved more than 1 ETH in the yearn's stETH vault. I want to know how to confirm the airdrop qualification for those who have saved more than 1 ETH in the yearn's vault through the EARN interface in zk.money(AZTEC)?","",""
"2023-01-03,09:47:53","Crolev","#3404","Well you have to ask the protocol doing the airdrop then
How would we know if they will qualify you?","",""
"2023-01-03,11:56:08","Blafasl","#0760","has there been any update from portals? Doesnt seem to work still","",""
"2023-01-04,14:41:08","Brilliant","#8591","Hi @everyone
Happy new year <:100k:754501403656847510> !!!
Now I am studying about yearn
Could you help me?","",""
"2023-01-04,14:44:53","old_frog_","#6669","https://docs.yearn.finance/ this is the best place to start","Brilliant#8591",""
"2023-01-04,14:45:18","Brilliant","#8591","Thanks for your help?","old_frog_#6669",""
"2023-01-04,14:45:42","Brilliant","#8591","Btw is there auto-rebalancing function in yearn?","",""
"2023-01-04,14:46:38","old_frog_","#6669","Yearn’s work to automate the yield generation and rebalancing of your crypto assets is especially true in the case of your CRV holdings, and Yearn’s yveCRV or yvBOOST offers a powerful, compounding, “set-and-forget” place to stake your CRV!","Brilliant#8591",""
"2023-01-04,14:47:46","Brilliant","#8591","oh got it
And is it multi-chain protocol?","",""
"2023-01-04,14:55:33","old_frog_","#6669","yes, again i would recommend checking out https://docs.yearn.finance/","Brilliant#8591",""
"2023-01-04,14:55:44","old_frog_","#6669","the search bar function on the website answers your questions faster","",""
"2023-01-04,15:17:53","Brilliant","#8591","Thanks for your help","",""
"2023-01-04,15:50:36","Brilliant","#8591","Where Can I see auto-rebalancing function???","",""
"2023-01-04,20:43:27","ONI","#6888","The vault strategies update debt ratio when harvest is called and the strategists change it based on if they want to scale up or down a strategies tvl.","Brilliant#8591",""
"2023-01-04,21:35:45","B cryptsky","#1361","hey <@137743751656243201>  im trying to find historical APY data for yearn vaults over various timeframes. cant seem to find anything. can you point me in the right direction?","ONI#6888",""
"2023-01-04,21:37:56","j.","#6352","https://yearn.vision/goto/fc3khmh4k?orgId=1","",""
"2023-01-04,22:25:31","B cryptsky","#1361","<@112535156417363968> appreciate it. thnx","j.#6352",""
"2023-01-05,01:49:53","ONI","#6888","Yes yearn.vision should have what your looking for if you don't see something let us know","",""
"2023-01-05,12:50:07","Xrivijayan","#9777","Is this migration message real?","","https://cdn.discordapp.com/attachments/734811808401063966/1060586002755899482/image.png"
"2023-01-05,13:08:51","arberx","#3367","Is it on yearn.finance?","Xrivijayan#9777",""
"2023-01-05,13:08:54","arberx","#3367","<#752308600164057199>","",""
"2023-01-05,14:03:41","ONI","#6888","yes","Xrivijayan#9777",""
"2023-01-05,14:03:57","ONI","#6888","we have just launched our vault factory ann soon https://docs.yearn.finance/getting-started/products/yvaults/vault-factory tldr cheaper fees and permissionless harvest for curve vaults so migrating is encouraged.","",""
"2023-01-05,14:52:00","bryankerr","#1194","Is Zap available on the new Curve stETH Factory? I don't see the option anywhere","ONI#6888",""
"2023-01-05,15:02:24","Major","#8127","Zap are a wip, you can use V3.yearn.finance in the meantime","",""
"2023-01-05,15:18:04","bryankerr","#1194","Ok thanks, last question I migrated to the new stETH pool but it appears empty? do you know when the TVL and APY will be updated?","",""
"2023-01-05,16:01:41","CyboAngel","#7681","Hi I had about 4 eth worth in a curved staked eth vault back in May. When I look for it now I do not see it. Can someone help me?","",""
"2023-01-05,16:13:23","bryankerr","#1194","I had the same issue this morning, i found the new pool and it asked me to migrate, so I did","",""
"2023-01-05,16:13:47","bryankerr","#1194","YF needs to put out a tweet or something, they're giving ppl heart attacks","",""
"2023-01-05,16:13:50","ONI","#6888","Working on apy tvl will migrate over time","bryankerr#1194",""
"2023-01-05,16:14:27","ONI","#6888","It didnt show you your funds in the old vault?","bryankerr#1194",""
"2023-01-05,16:14:33","ONI","#6888","in stETH?","",""
"2023-01-05,16:14:34","bryankerr","#1194","no","",""
"2023-01-05,16:15:55","CyboAngel","#7681","On my end I am not sure if I am looking at an old vault or a new vault. I've just had yearn.finance bookmarked and randomly decided to check on the performance. If I am supposed to be looking elsewhere or doing something I have no idea.","",""
"2023-01-05,16:16:03","ONI","#6888","your saying you couldnt see your funds in the old vault correct or?","bryankerr#1194",""
"2023-01-05,16:16:21","ONI","#6888","No that is the right place it should show you your balance, but if it doesnt atm dont worry","CyboAngel#7681",""
"2023-01-05,16:22:24","ONI","#6888","you should see your funds here https://yearn.finance/vaults/1/0xdCD90C7f6324cfa40d7169ef80b12031770B4325 and it should ask you to migrate","",""
"2023-01-05,16:24:49","CyboAngel","#7681","I am not seeing it and am not blockchain literate enough to read the explorer and see where things are at. Too many contract calls. What do you recommend I do?","ONI#6888",""
"2023-01-05,16:29:03","ONI","#6888","This is likely related to us updating the website and a bug. If you want you can dm me your address and I can show you your vault tokens. I wouldnt be worried","CyboAngel#7681",""
"2023-01-05,16:29:34","CyboAngel","#7681","Thank you will do","",""
"2023-01-05,19:59:22","Major","#8127","<@1058271177216368651> pm me, I will fix that tomorrow, all fund safe, just ui not displaying balance 🙂","CyboAngel#7681",""
"2023-01-06,01:38:48","bryankerr","#1194","Am about to deposit a significant chunk of LINK. Will those vaults be migrated soon? If so I'll hold off so I don't have to migrate","",""
"2023-01-06,01:38:52","Xrivijayan","#9777","Thanks, didn't see this","ONI#6888",""
"2023-01-06,01:43:57","bryankerr","#1194","Will the curve LINK pool be migrated?","ONI#6888",""
"2023-01-06,02:00:54","ONI","#6888","All curve pools will migrate to factory vaults. After someone makes it the migration will show up.","bryankerr#1194",""
"2023-01-06,12:59:56","guyppt","#4469","So will the old vaults still earn yield?","",""
"2023-01-06,13:31:02","ONI","#6888","Yes they will but the new factory vaults have lower fees and permissionless harvest","guyppt#4469",""
"2023-01-06,16:10:44","Hipsterman","#5353","I did a dumb, and I think maybe I lost $100 on impermanent loss. 
Deposited into ape.tax ""Meet Your Maker-lev"" Strat: https://ape.tax/meet-your-maker 

Was able to pull out a bit, but still have like 102 usdc or so that I can't migrate or pull out:
https://etherscan.io/address/0x7158c1Bee7a0Fa5BD6AFFc77b2309991D7ADCdd4

Should I just assume this is a loss or does anyone have an idea how to recoup the last bit of funds?","","https://cdn.discordapp.com/attachments/734811808401063966/1060998874656952430/image.png"
"2023-01-06,17:45:26","ONI","#6888","its possible they are tied up in the sushi joint provider since it has 100% debt ratio and cannot be fully withdrawal atm will look into it","Hipsterman#5353",""
"2023-01-06,20:37:29","CyboAngel","#7681","","Major#8127","https://cdn.discordapp.com/attachments/734811808401063966/1061066003796201472/major.png"
"2023-01-06,20:45:41","Major","#8127","Add me as friend first 🙂","",""
"2023-01-06,20:45:59","Major","#8127","But tldr we have a pr open to fix your issue and this just need a review to be pushed and fixed!","",""
"2023-01-07,06:40:33","coinbull","#8122","Hello. I would like to humbly request consideration for lowering the minimum amount required for locking YFI for veYFI. Thank you and have a nice day.","",""
"2023-01-07,07:08:38","Barry Pooter","#5492","You can lock in Stake DAO if you have lower than 1 yfi","coinbull#8122",""
"2023-01-07,07:08:47","Barry Pooter","#5492","Its hardcoded into the contract and probably won’t get changed","",""
"2023-01-07,07:09:43","coinbull","#8122","Great. Thanks.","",""
"2023-01-07,07:10:26","j.","#6352","you might be able to write something for <#734805853768777738>","",""
"2023-01-07,07:10:52","j.","#6352","*then it passes then i'll see you in 2025*","",""
"2023-01-07,14:07:13","divine_comedian","#5493","Hey folks - coming back to check on my holdings - the CRV MIM3Pool - I just migrated it and it is showing 0% rewards - it looks to be a new vault, is this  a UI bug or something with migration? I'm wondering if I should withdraw or hold out for rewards to turn back on...","","https://cdn.discordapp.com/attachments/734811808401063966/1061330180049739836/image.png"
"2023-01-07,14:07:44","divine_comedian","#5493","it looks to still be yielding good rewards on curve","",""
"2023-01-07,14:55:27","divine_comedian","#5493","<@&763827806584569916>  scammer?","Joe . Dev | Ankr#1174",""
"2023-01-07,16:47:11","Major","#8127","The apy is here, just an issue with the exporter, this will be solved soon, but yes, same apy as the old one, with less fees 🙂","divine_comedian#5493",""
"2023-01-08,15:04:49","B cryptsky","#1361","So what <@112535156417363968> tagged me in : https://yearn.vision/goto/fc3khmh4k?orgId=1

Is great, but I can’t seem to pull anything up outside of yvDAI. For example I tried yvWETH by inputting the address etc. Nothing popped up","j.#6352、ONI#6888",""
"2023-01-08,15:25:08","ONI","#6888","You need to select network then vault first","B cryptsky#1361",""
"2023-01-08,15:25:23","ONI","#6888","Address auto populates","",""
"2023-01-08,17:59:49","B cryptsky","#1361","Vaults are just blank. Putting yvUSDC doesn’t generate anything","ONI#6888",""
"2023-01-08,18:03:34","ONI","#6888","https://yearn.vision/d/apkUMx6nz/vault-overview?orgId=1&var-networks=ETH&var-exp=false&var-vaults=yvUSDC%200.4.3&var-address=0xa354F35829Ae975e850e23e9615b11Da1B3dC4DE&var-version=v2","",""
"2023-01-08,18:03:50","ONI","#6888","Works for me you have to click the drop down arrow for each section","",""
"2023-01-09,06:03:14","wrybakiewicz","#5109","guys WTF is that ""migration"" ? looks like hack - you write NOTHING about this on your twitter ... also i want to withdraw my coins but can't do that, need VERY EXPENSIVE migration to do it ... can you fix it ? i just want to withdraw thats all, why can't you just let users use yearn ... ?","",""
"2023-01-09,06:10:39","wrybakiewicz","#5109","do users really need to use manual https://etherscan.io/address/0xdcd90c7f6324cfa40d7169ef80b12031770b4325#writeContract#F26 to access their funds ?","",""
"2023-01-09,09:56:35","Kenshiro","#7911","(it's Korean Won?)","",""
"2023-01-09,12:32:13","leon131930","#3044","I have a question on risk scoring  - does the risk score (vertical axis) on yearn.watch/risk only reflect TVL impact of a strategy? And if further dimensions are included, how are those weighted? Thanks","",""
"2023-01-09,13:11:00","ONI","#6888","Looking at this some more it seems that its expensive to migrate or withdrawal because all funds are currently in convex and they need to be unwound. You can follow this chart at Asset Graphs > assets free in vault https://yearn.vision/d/apkUMx6nz/vault-overview?orgId=1&var-networks=ETH&var-exp=false&var-vaults=yvCurve-stETH+0.3.0&var-address=0xdCD90C7f6324cfa40d7169ef80b12031770B4325&var-version=v2&from=now-30d&to=now
to see when is a good time to withdrawal cheaply. when you see that number higher than the amount you want to withdrawal it will be cheaper for you. Right now it seems migrating or withdrawal is about 50$","wrybakiewicz#5109",""
"2023-01-09,13:11:28","ONI","#6888","<@839384829492854825>","wrybakiewicz#5109",""
"2023-01-09,13:13:15","Major","#8127","You can also access the vault page for any vault like this: https://yearn.finance/vaults/1/PUT_THE_VAULT_ADDRESS_HERE (and then access withdraw/deposit mode)","",""
"2023-01-09,13:56:14","guyppt","#4469","Not the original commenter but, what would the fox entail?","ONI#6888",""
"2023-01-09,13:56:22","guyppt","#4469","Fix*","",""
"2023-01-09,14:12:13","ONI","#6888","Sorry my understanding is this isn't a website problem, but just an expensive migration due to funds fully allocated to strategies in the vault. We did however just push a few updates to the website. lmk if you are having any problems","guyppt#4469",""
"2023-01-09,14:56:00","borrito","#3179","we usually refer to the horizontal axis when we say risk score, which is computed by the median value of various risk dimensions (id like to refer to the wonderful post by worms for the risk dimensions: https://medium.com/iearn/measuring-risk-for-defi-yield-strategies-b53f62b83b92)
the vertical axis reflects the TVL impact of the risk group, which is computed from the sum of the TVLs of the strategies under the same group","leon131930#3044",""
"2023-01-09,15:47:18","guyppt","#4469","What updates? Can see any charge.","ONI#6888",""
"2023-01-09,15:47:27","guyppt","#4469","Change*","",""
"2023-01-09,15:48:17","ONI","#6888","what problem are you having?","guyppt#4469",""
"2023-01-09,16:43:22","guyppt","#4469","How do I withdraw from the old Steth pool","ONI#6888",""
"2023-01-09,17:21:36","ONI","#6888","https://yearn.finance/vaults/1/0xdCD90C7f6324cfa40d7169ef80b12031770B4325 you can withdrawal/migrate here","guyppt#4469",""
"2023-01-09,17:22:31","guyppt","#4469","Thank you!","ONI#6888",""
"2023-01-09,17:22:39","ONI","#6888","Or it also might show here https://yearn.finance/vaults/1/0x5B8C556B8b2a78696F0B9B830B3d67623122E270","",""
"2023-01-09,18:53:13","hugh_jazz99","#3906","Hi there, first time using yearn 👋 

https://yearn.finance/vaults/1/0xc97232527B62eFb0D8ed38CF3EA103A6CcA4037e

On the  LP Yearn CRV Vault page, does `Balance, lp-yCRV` include the amount in `Earned, yCRV-f`? And if no, do I need to claim the yCRV-f from somewhere?","",""
"2023-01-10,09:35:32","Rossen","#9958","Hey guys. I cant connect to the vaults UI. Neither on desktop noelr on mobile. It just said “invalid network” although my network is ethereum and that is the kne selected…","",""
"2023-01-10,09:35:49","Rossen","#9958","Its super weird","",""
"2023-01-10,09:36:19","Rossen","#9958","Doesnt work in the metamask browser too…","","https://cdn.discordapp.com/attachments/734811808401063966/1062349168884064357/IMG_2958.png"
"2023-01-10,09:37:14","Rossen","#9958","Cleared cache on desktop and everything but it doesnt try to connect at all…","",""
"2023-01-10,09:45:10","Ben Middleton","#7011","I have the same issue","",""
"2023-01-10,09:45:55","Rossen","#9958","I can connect to the vote.yearn.finance normally. But cant connect to vaults etc….","",""
"2023-01-10,09:57:23","Rossen","#9958","friends have the same issue too","",""
"2023-01-10,09:57:56","j.","#6352","same here","",""
"2023-01-10,10:16:15","Barry Pooter","#5492","Same 😦","",""
"2023-01-10,11:46:48","Wolfie1","#2559","Hi I am having this message","","https://cdn.discordapp.com/attachments/734811808401063966/1062382004856946738/image.png"
"2023-01-10,11:54:17","Barry Pooter","#5492","yeah its bwoken atm","",""
"2023-01-10,12:04:08","Wolfie1","#2559","Oh thank you!","Barry Pooter#5492",""
"2023-01-10,12:04:53","Barry Pooter","#5492","probably check back in a day it will get fixed 🙂","Wolfie1#2559",""
